policy_id,category,title,policy_text,keywords,source_document,source_section,source_heading
POL-11,SOFTWARE,Digital Tool Access Fees,"Recurring fees paid for access to digital tools or online services required for a Claimant's work — commonly billed on a monthly or similar cycle — may be repaid up to SGD 50 per month where the operational justification for the tool is recorded at the time of the first claim relating to it. Where a fee arises from an annual or other longer-term commitment, or where a monthly-equivalent fee exceeds SGD 50, documented authorisation from the Claimant's supervisor is required before the commitment is entered into or the first payment is claimed. This clause is distinct from the provisions on workplace apparatus, which address physical tools of the role rather than ongoing digital access; a single purchase of software under a perpetual licence, rather than a recurring subscription, should instead be assessed as apparatus. Claimants are reminded that a recurring commitment entered into under this clause continues to accrue liability for the company for as long as it remains active, and are expected to cancel any such commitment promptly once the underlying operational need has ended, rather than allowing it to continue by default.",,Corporate_Expense_Policy.pdf,9.1,Software and digital services
POL-12,BUSINESS_GIFT,Goodwill Tokens,"Tokens of goodwill extended by a Claimant to an external party in a commercial context — for example, in connection with a significant milestone in a business relationship — may be repaid up to SGD 100 in value, provided the identity of the recipient and the commercial rationale for the gesture are recorded at the time of the claim. Currency, or anything readily convertible into currency such as stored-value cards or vouchers redeemable across a broad range of goods, falls outside the scope of this clause and is never repayable as a token of goodwill regardless of its value, owing to the difficulty of demonstrating that such an item served a genuine relationship-building purpose rather than amounting to a disguised payment. Tokens extended to colleagues within the company, as distinct from external parties, are not addressed by this clause and should generally be regarded as a private matter for the Claimant rather than a repayable business cost, save where a separate, specifically authorised staff-recognition budget applies, which falls outside the scope of this document.",,Corporate_Expense_Policy.pdf,10.1,Business gifts and promotional items
POL-13,FOREIGN_CURRENCY,Non-Home Denomination Claims,"Where an expense is incurred in a currency other than the company's home currency, the Claimant must record the transaction in the submission using the denomination and figure exactly as they appear on the original supporting documentation, without performing any conversion themselves. Conversion of the eligible amount into the home currency for reimbursement purposes is performed centrally by the Finance function, using the company's sanctioned rate-setting procedure applicable on or around the date the expense was incurred, rather than any rate the Claimant may have been personally charged by a card issuer or currency exchange. This centralised approach ensures consistency across all Claimants regardless of the particular payment method or provider used for a given transaction. All other eligibility rules found elsewhere in this document continue to apply in full to a claim denominated in a non-home currency; this clause governs only the mechanics of recording and converting the figure, and does not itself create any additional entitlement or exemption from the substantive conditions attached to the underlying category of expense.",,Corporate_Expense_Policy.pdf,13.1,Foreign currency and exchange-rate handling
POL-14,WEEKEND_HOLIDAY,Non-Working Day Costs,"A cost that arises on a day that is not an ordinary working day for the Claimant — whether a weekend day or a day gazetted as a public holiday — is not automatically excluded from reimbursement, but the Claimant submitting such a claim must set out, at the time of submission, the precise operational reason the expenditure was necessary on that particular day rather than during the ordinary working week. A general assertion that the work was 'important' or 'urgent', without further specificity, does not satisfy this requirement; the reason offered should identify the concrete circumstance — such as a scheduled event that could only take place on that day, or a deadline falling on the following working day that necessitated preparation over the weekend. Where the underlying category of expense carries its own conditions elsewhere in this document, those conditions continue to apply in addition to, not instead of, the requirement set out in this clause; a non-working-day claim must satisfy both this clause and the substantive provisions governing the category of expense in question.",,Corporate_Expense_Policy.pdf,14.1,"Weekend, public-holiday and after-hours claims"
POL-15,MIXED_EXPENSE,Combined Proof-of-Purchase,"Where a single piece of supporting documentation covers both a genuine business cost and one or more private items, only the portion attributable to the business cost may be claimed; the presence of a private item on the same documentation does not disqualify the business portion, provided the two can be clearly distinguished. The Claimant submitting such a claim must identify, at the time of submission, which specific items or line items on the documentation relate to the business purpose being claimed, and must state the resulting sum being claimed, rather than submitting the combined total and leaving the apportionment to be inferred. Where the documentation does not itemise individual items clearly enough to support this apportionment, the Claimant should provide a reasonable estimate together with an explanation of the basis for it; Finance retains discretion to query an apportionment that appears disproportionate to the description provided. This clause operates alongside, rather than in place of, the general exclusion of private acquisitions from reimbursement; it exists specifically to address the common situation where business and private items happen to appear on the same receipt or invoice.",,Corporate_Expense_Policy.pdf,15.1,Mixed business and personal receipts
POL-16,RECEIPT_QUALITY,Indeterminate Documentary Detail,"Where a detail essential to assessing a claim — such as the total amount, the date, or the identity of the vendor — cannot be confidently determined from the supporting documentation provided, whether because the documentation is faded, cropped, damaged, or otherwise unclear, the claim must not be assessed on the basis of an assumed or inferred value for that detail. Instead, the submission should be referred back to the Claimant for clarification where the missing detail is one the Claimant can reasonably be expected to supply or confirm, or escalated to Finance Review for manual determination where the detail cannot be reliably established even with the Claimant's input, or where its absence raises a broader question about the reliability of the submission as a whole. This clause reflects a general principle that runs throughout this document: no figure, date, or other material fact should ever be guessed at in order to reach a decision, however plausible the guess might seem, since doing so undermines the integrity of the control that this document as a whole is intended to provide.",,Corporate_Expense_Policy.pdf,16.1,"Missing, unreadable, duplicate and altered receipts"
POL-17,TRAINING,External Learning and Gatherings,"Fees paid to enrol in a learning programme, course, or professional gathering delivered by an external provider are repayable only where the subject matter is genuinely pertinent to the Claimant's current duties or a role the Claimant is being actively prepared for, and only where documented authorisation from the Claimant's supervisor has been obtained and recorded before the enrolment is confirmed. Relevance to the Claimant's duties should be assessed by reference to the actual content of the programme rather than its general subject area alone; a programme that is broadly related to the Claimant's field but does not address matters connected to their actual responsibilities may still fail this requirement. Cancellation or no-show fees arising from a Claimant's own failure to attend an otherwise-authorised programme are not repayable save in genuinely exceptional circumstances, such as a documented illness communicated to the provider within any cancellation window the provider allows. Travel and lodging incurred in connection with attending such a programme away from the Claimant's usual base should be claimed separately under the relevant provisions of this document governing travel and accommodation, rather than bundled into the enrolment fee claimed under this clause.",,Corporate_Expense_Policy.pdf,11.1,"Training, conferences and professional development"
POL-18,PARKING_TOLL,Vehicle Standing and Road-Usage Charges,"Charges levied for the standing of a vehicle, and levies imposed for the use of toll roads or comparable infrastructure, are repayable where incurred in the course of a genuine work journey, on the same basis as the underlying journey itself would be repayable under the provisions on ground conveyance. Penalty notices of any kind — including those issued for contraventions of vehicle-standing restrictions, moving-traffic contraventions, or any other regulatory infringement — are never repayable under this or any other clause of this document, regardless of the circumstances in which they were incurred or whether the underlying journey was itself a legitimate business one; the company does not indemnify Claimants against the consequences of regulatory non-compliance. Where a Claimant uses their own vehicle for a work journey rather than hired conveyance, charges of the kind addressed by this clause remain repayable on the same basis, though the running costs of the vehicle itself are addressed, where applicable, under a separate mileage-based arrangement that falls outside the scope of this document.",,Corporate_Expense_Policy.pdf,12.1,"Parking, tolls and related road charges"
POL-19,CLIENT_ENTERTAINMENT,Non-Dining Customer Hospitality,"Hospitality extended to an external counterpart that does not take the form of a shared meal — for instance, tickets to an event, admission to a venue, or a comparable experience offered in a commercial relationship-building context — requires three elements to be recorded before the expense is incurred, rather than after the fact: the identity of the counterpart or the organisation they represent, the commercial rationale for the occasion, and documented pre-authorisation from the Claimant's supervisor. This requirement for advance authorisation, rather than after-the-fact justification, distinguishes this clause from the provisions on customer hospitality at a dining occasion, reflecting the typically higher and less easily bounded cost of experiences falling within this clause. A claim submitted for an occasion of this kind where pre-authorisation was not obtained beforehand cannot be cured by obtaining authorisation retrospectively; the claim falls outside the scope of this clause entirely and should not be approved on the basis of this clause, regardless of how compelling the underlying commercial rationale may appear in hindsight.",,Corporate_Expense_Policy.pdf,10.0,Client entertainment
POL-20,SERVICE_CHARGE_TIPS,Service Levies and Gratuities,"A service levy applied by an establishment as a compulsory addition to a bill is repayable on the same basis as the underlying cost to which it attaches, provided that underlying cost is itself eligible under the relevant provisions of this document; a compulsory levy attached to an ineligible cost does not itself become repayable. A gratuity offered at the Claimant's discretion, over and above any compulsory levy, is repayable up to one-tenth of the qualifying amount to which it relates, calculated before the gratuity itself is added; a discretionary gratuity exceeding this proportion requires a written explanation from the Claimant at the time of submission, addressing the circumstance that justified departing from the ordinary proportion, such as an unusually large group or exceptional service under difficult circumstances. This clause should be read together with the provisions governing the underlying category of expense to which the levy or gratuity attaches, since eligibility of the levy or gratuity is always derivative of, and cannot exceed, the eligibility of the cost it accompanies.",,Corporate_Expense_Policy.pdf,4.4,"Meals, client hospitality and entertainment"
POL-21,MILEAGE,Personal Vehicle Mileage,"Where a Claimant uses a personally owned vehicle for a sanctioned work journey rather than hired conveyance or public transport, a mileage-based allowance may be claimed in place of actual fuel or running costs, calculated at the standard per-kilometre rate published from time to time by the Finance function and available on request. This allowance is intended to cover fuel, wear, and incidental running costs collectively, and no separate claim for fuel, servicing, or similar running costs may be made in addition to it for the same journey. Ordinary commuting between the Claimant's residence and habitual place of work remains excluded on the same basis as set out in the general provisions on ground conveyance, regardless of which vehicle or mode is used to undertake it. Claimants relying on this clause should retain a simple record of the journeys undertaken, including origin, destination, and distance, sufficient to support the claim if queried.",,Corporate_Expense_Policy.pdf,5.2,Ground transport and local travel
POL-22,RELOCATION,Relocation Assistance,"Where the company requires a Claimant to relocate their principal residence to take up a role at a different office location, reasonable costs directly associated with that relocation may be repaid subject to a separate written agreement entered into with the Claimant before the move takes place, setting out the specific items covered and any applicable ceiling. In the absence of such a written agreement, no cost associated with a change of residence is repayable under this or any other clause of this document, regardless of whether the underlying move was connected to the Claimant's employment. Costs falling within the scope of a relocation agreement typically include, without limitation, the physical transport of household effects and short-term temporary accommodation bridging the move, but exclude costs of a personal or discretionary nature such as the acquisition of new furnishings. This clause is administered separately from the general expense-reimbursement process described elsewhere in this document.",,Corporate_Expense_Policy.pdf,18.1,Relocation and mobility
POL-23,HOME_OFFICE_STIPEND,Home Office Equipment Stipend,"A Claimant whose usual place of work has been formally agreed as their home, in whole or in part, may claim a one-off stipend toward the cost of establishing a suitable home working environment, up to a ceiling communicated separately by the Human Resources function and reviewed periodically. This stipend is distinct from, and not additive to, the general provisions on workplace apparatus, and may not be claimed twice for the same item under both clauses. Items eligible under this stipend are limited to those genuinely necessary to establish a functional and ergonomically appropriate workspace, such as a desk, a chair, or lighting suited to work purposes, and exclude general household items such as furnishings unrelated to the immediate working area. This stipend is available once per Claimant per home-working arrangement, rather than on a recurring basis, save where the Claimant's role or working arrangement changes materially.",,Corporate_Expense_Policy.pdf,8.4,Office equipment and workplace purchases
POL-24,PROFESSIONAL_MEMBERSHIP,Professional Body Membership,"Annual membership fees paid to a recognised professional body directly relevant to a Claimant's role may be repaid where documented authorisation from the Claimant's supervisor has been obtained, confirming the relevance of the body to the Claimant's duties. This clause is distinct from the provisions on external learning and gatherings, which address one-off enrolment fees for courses and events rather than ongoing membership; a professional body's own conferences or courses, where separately charged, should instead be assessed under those provisions. Where a membership confers a personal professional designation or qualification that continues to benefit the Claimant after they leave the company's employment, Finance may take this into account in deciding whether, and to what extent, repayment is appropriate, though this does not of itself disqualify an otherwise-eligible membership.",,Corporate_Expense_Policy.pdf,11.2,"Training, conferences and professional development"
POL-25,MOBILE_PHONE,Mobile Communications Allowance,"Where a Claimant's role genuinely requires regular use of a personal mobile device for work purposes, a fixed monthly allowance toward the associated communications costs may be claimed, at a rate communicated separately by the Finance function, in lieu of itemised reimbursement of the underlying phone bill. A Claimant receiving a company-issued mobile device and associated plan is not eligible to claim this allowance in addition for the same period, since the underlying need is already met. This allowance is intended to cover ordinary voice, messaging, and data usage connected to the Claimant's duties, and does not extend to the cost of acquiring the handset itself, which should instead be assessed, where a genuine business need exists, under the provisions on workplace apparatus.",,Corporate_Expense_Policy.pdf,9.2,Software and digital services
POL-26,WELLNESS_BENEFIT,Staff Wellness Benefit,"A discretionary annual allowance toward activities supporting a Claimant's general wellbeing, such as fitness memberships or comparable activities, may be available subject to a separate benefits schedule maintained by the Human Resources function, which sets out the applicable ceiling and eligible categories of activity from time to time. This benefit is administered outside the general expense-reimbursement process described in this document and should not be claimed through the same channel as an ordinary business expense; Claimants should refer to the separate benefits schedule for the correct submission process. Costs falling within this benefit are not, for the avoidance of doubt, business expenses within the meaning of this document, notwithstanding that they may be processed through a similar reimbursement mechanism.",,Corporate_Expense_Policy.pdf,19.1,Staff benefits and wellbeing
POL-27,TEAM_OFFSITE,Team Offsite Events,"Costs associated with an organised offsite event for a Claimant's immediate team — encompassing venue hire, catering, and associated activities — are repayable where the event has been authorised in advance by a member of management at or above the level of department head, and where a per-head budget for the event has been agreed before it takes place. Costs materially exceeding the agreed per-head budget require further authorisation at the same level before they are incurred, rather than being justified retrospectively once the event has taken place. This clause is distinct from the provisions on customer hospitality and staff sustenance elsewhere in this document, which address smaller-scale and more routine occasions rather than organised team events of this kind, and should be applied instead of, rather than in addition to, those provisions for an event falling within its scope.",,Corporate_Expense_Policy.pdf,4.5,"Meals, client hospitality and entertainment"
POL-28,CHARITABLE_MATCHING,Charitable Contribution Matching,"Where a Claimant makes a personal donation to a registered charitable organisation, the company may match that donation up to an annual ceiling per Claimant, subject to a separate charitable-matching scheme administered by the Human Resources function rather than through the general expense-reimbursement process described in this document. A request for matching must be submitted together with evidence of the underlying personal donation, within the timeframe specified by the scheme, and is assessed against the scheme's own eligibility criteria rather than the provisions of this document. This clause is included here for completeness only and does not form part of the expense-reimbursement provisions administered by the Finance function.",,Corporate_Expense_Policy.pdf,20.1,Community and charitable contributions
POL-29,EMPLOYEE_MEAL,Extended Trip Per Diem,"For a sanctioned journey away from the Claimant's usual base that extends across more than one calendar day, the Claimant may elect to claim sustenance on a flat daily basis rather than itemising each individual occasion of sustenance separately, at a daily figure communicated separately by the Finance function for the destination in question. Once this election is made for a given trip, the Claimant may not additionally claim individual meals under the ordinary sustenance provisions for the same days of that trip; the two mechanisms are mutually exclusive for the same period. This daily-figure approach is intended to reduce the administrative burden of itemising numerous small claims across a multi-day trip and is available only where the trip genuinely spans more than one calendar day; a single-day journey, however long, should be claimed under the ordinary sustenance provisions instead. Claimants electing this approach are not required to retain itemised proof-of-purchase for individual occasions of sustenance during the elected days, though the fact of travel itself must still be evidenced.",,Corporate_Expense_Policy.pdf,4.6,"Meals, client hospitality and entertainment"
POL-30,CLIENT_MEAL,Large-Group Client Hospitality,"Where a dining occasion for external counterparts involves more than six attendees in total, inclusive of Claimants and counterparts, the ordinary per-head ceiling for customer hospitality continues to apply, but documented pre-authorisation from a member of management at or above the level of department head is additionally required before the occasion takes place. This additional requirement reflects the materially higher aggregate cost such occasions can represent and the correspondingly greater need for oversight before the commitment is made. Where the size of the group could not reasonably have been anticipated at the time of booking — for instance, where additional counterparts joined without advance notice — Finance retains discretion to accept the claim without prior authorisation, provided the circumstances are clearly explained in the submission. This clause operates in addition to, not instead of, the general provisions on customer hospitality (dining), which continue to govern the underlying per-head eligibility and the recording of the counterpart's identity and commercial rationale.",,Corporate_Expense_Policy.pdf,4.7,"Meals, client hospitality and entertainment"
POL-31,OFFICE_EQUIPMENT,Specialised Technical Equipment,"Apparatus of a specialised or technical nature — going beyond the ordinary computing peripherals and furniture addressed by the general provisions on workplace apparatus, and instead comprising equipment specific to a particular technical function such as laboratory instruments or specialised measurement devices — is subject to a higher authorisation threshold of SGD 500 rather than the general SGD 200 figure, in recognition of the more specialised procurement judgement such equipment typically requires. A Claimant uncertain whether a given item falls within this specialised category rather than the general provisions should seek guidance from their supervisor before purchase; Finance's own determination of which threshold applies, made at the point the claim is assessed, is final. Authorisation for equipment falling within this clause should be obtained from a supervisor with relevant technical or budgetary oversight of the function in question, rather than defaulting automatically to the Claimant's direct line manager where that individual does not hold such oversight.",,Corporate_Expense_Policy.pdf,8.2,Office equipment and workplace purchases
POL-32,TRAINING,Internal Certification Programmes,"Enrolment in a certification or training programme delivered internally by the company's own Learning and Development function, as distinct from an external provider, does not require the documented supervisor authorisation set out in the general provisions on external learning and gatherings, since such programmes are understood to already be curated for relevance to roles within the company. A Claimant enrolling in an internal programme should still record their enrolment through the designated internal system, where one exists, though this is an administrative step rather than a condition of eligibility under this document. Where an internally delivered programme carries an associated cost payable to a third party — for instance, where an external facilitator has been engaged to deliver an otherwise internal programme — that cost should be assessed under the general provisions on external learning and gatherings rather than this clause, since the third-party cost element takes the claim outside the scope of a purely internal programme.",,Corporate_Expense_Policy.pdf,11.3,"Training, conferences and professional development"
POL-33,PARKING_TOLL,Long-Term Parking Arrangements,"Where a Claimant's role genuinely requires sufficiently frequent use of vehicle standing facilities at a particular location that a season pass or other long-term arrangement would be more cost-effective than repeated single-use charges, such an arrangement may be repaid subject to documented authorisation from the Claimant's supervisor confirming the underlying operational need, obtained before the arrangement is entered into. This clause is distinct from the general provisions on vehicle standing and road-usage charges, which address single-use charges incurred on a per-journey basis; a long-term arrangement entered into without the authorisation this clause requires should instead be assessed, if at all, under those general provisions and only to the extent individual journeys can be evidenced. A long-term arrangement covering a period during which the underlying operational need ceases to exist should be discontinued promptly by the Claimant rather than allowed to continue by default.",,Corporate_Expense_Policy.pdf,12.2,"Parking, tolls and related road charges"
POL-34,HOTEL,Extended-Stay Accommodation,"Where a sanctioned work journey requires lodging for a continuous period exceeding seven nights at the same location, the Claimant should, wherever practicable, seek an extended-stay or similar longer-term accommodation arrangement rather than continuing to book on a standard nightly basis, since such arrangements typically secure a materially lower effective nightly rate. The general nightly ceiling set out in the provisions on work-related lodging continues to apply to the effective nightly rate of an extended-stay arrangement, calculated by dividing the total arrangement cost by the number of nights covered, rather than to any single night in isolation. A Claimant who continues to book on a standard nightly basis throughout a stay exceeding seven nights, where an extended-stay arrangement was reasonably available, may have the claim queried by Finance on the basis that a more cost-effective option was not pursued.",,Corporate_Expense_Policy.pdf,7.2,Hotels and accommodation
POL-35,TRANSPORT,Ride-Sharing and Pooled Transport,"Where two or more Claimants travelling to the same destination for the same work purpose share a single hired ground conveyance, the fare should be claimed once by a single nominated Claimant among the group and apportioned or reimbursed internally between the travelling colleagues, rather than each colleague separately claiming the full fare. This clause exists to avoid duplicate reimbursement of what is, in substance, a single journey shared between colleagues. Where colleagues are unable to share a single conveyance because of genuinely divergent onward destinations or timing, each may claim separately under the general provisions on ground conveyance for work journeys, and this clause does not apply. Claimants sharing a conveyance under this clause should note in their submission the names of the colleagues with whom the journey was shared, so that Finance can identify and reconcile against any related claims from the same journey.",,Corporate_Expense_Policy.pdf,5.4,Ground transport and local travel
